6.138081702239478687e+00	9.173236257532279225e+00	1.000000000000000000e+00	1.582079288363304101e+02	1.000000000000000000e+00	1.000000000000000000e+00
8.196927333638132751e+00	2.720101292385912117e+01	1.000000000000000000e+00	2.603558937788141066e+02	1.000000000000000000e+00	1.000000000000000000e+00
1.025463820600930553e+01	4.684360871075505628e+01	9.257401160683607078e-01	3.598324540574161574e+02	1.000000000000000000e+00	7.469310225059991870e-01
1.231181995579107635e+01	6.327165246749014216e+01	6.094552297953694797e-01	4.530006444423431731e+02	1.000000000000000000e+00	6.720645376583561648e-01
1.436875524673841831e+01	7.477342139441807944e+01	3.512391533949927314e-01	5.384244774283073411e+02	9.807375941744405079e-01	4.736602346213832360e-01
1.642548823007229686e+01	8.168035267715387704e+01	1.852846786248227018e-01	6.171771605560417129e+02	9.037322468577655421e-01	3.678627412986077427e-01
1.848202013579498271e+01	8.697355453153160454e+01	1.034305668650623705e-01	7.017536729425156636e+02	8.318249736192910859e-01	3.032126205180136203e-01
2.053856213977728729e+01	9.289871987282373311e+01	3.146570561467798566e-02	8.006945591302695675e+02	7.840134069392801219e-01	2.618619730948796853e-01
2.259493473320832280e+01	1.006368643278887305e+02	5.000391161504018356e-03	9.159505632961786432e+02	7.581600701022769284e-01	2.309444341514050869e-01
2.465134104213414190e+01	1.113365714904160910e+02	3.042646868652660523e-04	1.046984533731075317e+03	7.420695438283174683e-01	2.088539365511402068e-01
2.670763716461994264e+01	1.261928172629747991e+02	2.497657996017810461e-04	1.192383335834661921e+03	7.234389357230205375e-01	1.888741840077108880e-01
2.876393404480529625e+01	1.465427488914670278e+02	2.174335158920288067e-04	1.351090295216916047e+03	7.159037407478203718e-01	1.732916682732520419e-01
3.082024808464266030e+01	1.737138389157397000e+02	1.803307071260236460e-04	1.522835222719965714e+03	7.041216703202513028e-01	1.606714995103445953e-01
3.287651070516417917e+01	2.090064921937936901e+02	1.430343220790576241e-04	1.708269599070700451e+03	6.957431002342721049e-01	1.472251002000938280e-01
3.493274637136583749e+01	2.536887912607158739e+02	1.215877146309693907e-04	1.908669456182813974e+03	6.867216428563993613e-01	1.392157471817402625e-01
3.698894222131410459e+01	3.089994983133433379e+02	9.170092690407272119e-05	2.125633218267701977e+03	6.820733664926439399e-01	1.287029192511127684e-01
3.904518086951752309e+01	3.761849815841020472e+02	8.137279532608529683e-05	2.361021448942617099e+03	6.776604536397489165e-01	1.220710841653716572e-01
4.110135557497417125e+01	4.564560685309604082e+02	6.469748299211728303e-05	2.616545566992838303e+03	6.647204086803836232e-01	1.153842975795208864e-01
4.315756001654872165e+01	5.510699328276109554e+02	5.013395762224836063e-05	2.894194890617110104e+03	6.560657339378095365e-01	1.074104046153722819e-01
4.521376833153102837e+01	6.613082609294212943e+02	4.232340424847922213e-05	3.195813668729728306e+03	6.468513839206190275e-01	1.033527420231428462e-01
4.726991531316100748e+01	7.884740599114031738e+02	3.516058519766907946e-05	3.523360097340049379e+03	6.390525922315701823e-01	9.786322309022968402e-02
4.932612057422701923e+01	9.339525070998690808e+02	3.153731627020557441e-05	3.878876232375428572e+03	6.270817836614512863e-01	9.441657829332628094e-02
5.138229418280543825e+01	1.099151687476001371e+03	2.535380345025923428e-05	4.264309221991128652e+03	6.227060766656502544e-01	8.987754065980378682e-02
5.343844972849966268e+01	1.285556192459567455e+03	2.213531698543199332e-05	4.681902155232200130e+03	6.110402424556000689e-01	8.625787936138883116e-02
5.549461342164043742e+01	1.494749976963857989e+03	1.888994574349296449e-05	5.133734070529500968e+03	6.019967600943515462e-01	8.302895918704103484e-02
5.755076067977717003e+01	1.728490734373833675e+03	1.587426974759650035e-05	5.622219644705883184e+03	5.886210543341184875e-01	7.893941118198613549e-02
5.960692358780653421e+01	1.988632470438017435e+03	1.438588563575948729e-05	6.149802902565382283e+03	5.833727728167911186e-01	7.725899701390320784e-02
6.166305609118521858e+01	2.277084517924300144e+03	1.282730153497001180e-05	6.719102282783165720e+03	5.713224236832820102e-01	7.454337586893577949e-02
6.371924523136038232e+01	2.595845373504904273e+03	1.022570221705175380e-05	7.332619952310030385e+03	5.643180580147377778e-01	7.144949087436806845e-02
6.577536146355461710e+01	2.946941934032351583e+03	9.667709599940412803e-06	7.993011837264770293e+03	5.512162353914179524e-01	6.970926857744065563e-02
6.783150334197728171e+01	3.332515931898404233e+03	8.072224158032760850e-06	8.703121831823724278e+03	5.430770890800303841e-01	6.623383761250838109e-02
6.988767045937861155e+01	3.754739844880006331e+03	7.317129067532985622e-06	9.465724043019041346e+03	5.339997948847579057e-01	6.496873633042284102e-02
7.194383458158159783e+01	4.215874181765706453e+03	6.528741659552209033e-06	1.028368707355560764e+04	5.240647660089722271e-01	6.240383972478317359e-02
7.399995904699349580e+01	4.718222218042858003e+03	5.678049232843747696e-06	1.116000847097698897e+04	5.167077063687052219e-01	6.072584774048950251e-02
7.605608401658695072e+01	5.264182597006426477e+03	5.358384977502976049e-06	1.209774192269979721e+04	5.029400046859123785e-01	6.010598609440424844e-02
7.811224170237861131e+01	5.856217003179860512e+03	4.918415924022630976e-06	1.309992939108145947e+04	4.950211922568065193e-01	5.856097882032891555e-02
8.016839584076537051e+01	6.496839092180493026e+03	4.027905049407666801e-06	1.417000901067043560e+04	4.852281978640017313e-01	5.637011446369094569e-02
8.222450989890660367e+01	7.188619935361304670e+03	3.945687776975908900e-06	1.531099727719203111e+04	4.776507620976906954e-01	5.501169715410381827e-02
8.428064856308598962e+01	7.934240896041870656e+03	3.408154062244082125e-06	1.652658952993961429e+04	4.724912232220354613e-01	5.323339696321151282e-02
8.633677297876144507e+01	8.736413326392839735e+03	3.196972614919450902e-06	1.781983663273501952e+04	4.613942684572922004e-01	5.237517397709893358e-02
8.839293600082581293e+01	9.597937129788822858e+03	2.915442230240420298e-06	1.919467062964061188e+04	4.553954097248399946e-01	5.123378084942488420e-02
9.044905596348185384e+01	1.052164346873526301e+04	2.609494915220640692e-06	2.065463522343695149e+04	4.484201624728214042e-01	4.957719704535861610e-02
9.250520325766240148e+01	1.151048901506493348e+04	2.299373352416632066e-06	2.220314284712188237e+04	4.358271136086554476e-01	4.823218411622373636e-02
9.456133331131822217e+01	1.256743931021838034e+04	2.171967918293410947e-06	2.384435827530713141e+04	4.328065073818336272e-01	4.738174030451124813e-02
