5.998305402140270637e+00	7.023961865282349493e+01	1.000000000000000000e+00	6.215168955445989951e+01	1.000000000000000000e+00	1.000000000000000000e+00
8.003640703794863143e+00	1.706457316669807369e+02	1.000000000000000000e+00	1.332689141293834325e+02	1.000000000000000000e+00	1.000000000000000000e+00
1.002192895473584855e+01	3.166544838444430638e+02	1.000000000000000000e+00	2.232622615252051901e+02	1.000000000000000000e+00	1.000000000000000000e+00
1.208670852181118605e+01	5.142788133214149866e+02	1.000000000000000000e+00	3.360970538159968442e+02	1.000000000000000000e+00	1.000000000000000000e+00
1.424342643339722159e+01	7.824958353054150848e+02	9.994865802058497950e-01	4.773086378159130163e+02	9.783903871307300104e-01	7.929310524012422867e-01
1.659613796444937961e+01	1.153443544094983054e+03	9.900986055237669392e-01	6.668520836273604573e+02	8.966928867728517494e-01	6.419229295842190375e-01
1.936843429467603883e+01	1.743032030359614737e+03	9.796265264471962775e-01	9.706574879394393065e+02	8.236397472303491618e-01	5.769209128956680477e-01
2.328805971771452832e+01	2.925485017648962639e+03	9.783872363252177351e-01	1.626156223727690303e+03	7.802838299889383045e-01	5.531538567891294278e-01
3.162014999703634288e+01	5.940219308093235668e+03	9.843950065839927044e-01	3.316918496097378011e+03	4.737824357926854746e-01	4.958564937213653101e-01
3.840561490014753332e+01	6.111018950173056510e+03	9.715504033172602805e-01	2.598124716075391007e+03	3.262818336294817716e-05	4.412388857646868945e-01
4.151464014804347613e+01	5.961622188327610274e+03	9.499446213637121605e-01	2.008175897614674795e+03	3.995475415246610657e-05	4.331561082892528836e-01
4.349063256094086682e+01	5.964327964278457330e+03	9.408644598275655024e-01	1.681049324782598660e+03	4.428378539608023289e-05	4.254809565014465167e-01
4.498342147302259519e+01	5.995065600899763012e+03	9.343472063123269278e-01	1.468320428752181215e+03	4.975430175539727237e-05	4.186348173416606921e-01
4.624742522382253895e+01	6.020184356949434914e+03	9.298605778389478216e-01	1.294841825756732760e+03	5.614712581816292520e-05	4.133526097223000351e-01
4.741568974579231366e+01	6.031820012905945077e+03	9.245635669026462944e-01	1.137947105998685402e+03	6.082536452342917016e-05	4.058553941465156689e-01
4.855872775207331671e+01	6.022637221886942825e+03	9.179067844805193221e-01	9.873999057104222175e+02	6.770676754981936230e-05	3.979981543175925007e-01
4.971897326224640068e+01	5.983683889595105938e+03	9.113782691687595250e-01	8.397706003354358018e+02	7.592070020959795014e-05	3.890441237887616310e-01
5.092041466457217780e+01	5.902715132403578536e+03	8.962784081838690575e-01	6.954405205518788762e+02	9.016458388247347068e-05	3.763184616988913822e-01
5.217354237586615540e+01	5.764566107687682234e+03	8.738734139760528929e-01	5.636572551869714971e+02	1.105518298651753768e-04	3.588365414751305549e-01
5.348460136385244823e+01	5.553517893859332617e+03	8.322512708382306945e-01	4.851420545587464517e+02	1.199822406037699034e-04	3.322152622607964512e-01
5.485204992598879414e+01	5.255743213929369631e+03	7.499276877269378527e-01	4.424971739525660155e+02	1.282417901106520290e-04	2.880402972283707674e-01
5.627374645250841212e+01	4.864866064095600450e+03	6.538370799348233176e-01	4.278153589573678346e+02	1.316940597590602658e-04	2.396212914772077596e-01
5.774581919838864508e+01	4.387120651064960839e+03	5.937925513323824012e-01	4.372226851578380433e+02	1.167284833644072271e-04	2.036254752671105284e-01
5.926359672791222977e+01	3.845589191674121139e+03	5.671172268918367454e-01	4.581668027755053458e+02	1.091376096256730174e-04	1.785166089874274387e-01
6.082224055300436305e+01	3.279425821392633679e+03	5.657879931903054826e-01	4.833211205186000825e+02	9.583502707628855125e-05	1.578965321902276453e-01
6.241751659465298019e+01	2.736019115355013128e+03	5.750201782111865612e-01	5.124336712151895199e+02	9.148352764742945676e-05	1.407587103744742107e-01
6.404490879219261501e+01	2.299199118644951795e+03	5.880191790639782701e-01	5.455022669637552326e+02	8.030287940736858577e-05	1.273532847430020043e-01
6.570138826644466690e+01	2.059442105778217865e+03	5.671792215271127535e-01	5.828237956623401033e+02	6.717851330560578366e-05	1.153520077346445877e-01
5.223115940275692992e+01	4.128322456217864556e+02	1.195965413641535905e-04	2.097683988019988192e+03	4.777296689100168359e-01	1.049605543104707994e-01
5.320142165758904440e+01	4.416991660493093832e+02	1.069032061771098524e-04	1.989095504325695856e+03	4.352352831019827284e-01	9.640651240287287371e-02
5.435893955822560031e+01	4.782722719194133560e+02	9.347452893793631735e-05	1.917294928640972557e+03	3.902173467405492535e-01	8.889318953014598013e-02
5.580440002245634901e+01	5.265668064307697023e+02	8.204149347642962367e-05	1.875420375675995956e+03	3.434861410533746051e-01	8.198029403160903006e-02
5.745751823951452764e+01	5.867971760250570696e+02	7.186448731839103219e-05	1.863304341297631026e+03	2.994464738786343228e-01	7.612777735424537673e-02
5.945495941515482485e+01	6.658809912277267813e+02	6.231408336082075547e-05	1.876310369150572797e+03	2.558989251393379294e-01	7.126424163602215756e-02
6.164443373508047586e+01	7.630346872376205738e+02	5.304478814964742965e-05	1.919618810157740199e+03	2.162999160052098135e-01	6.646895181098853855e-02
6.414732927563166243e+01	8.874216833266217463e+02	4.329300453565544806e-05	1.990833552414097767e+03	1.802936506454390908e-01	6.211477184039183863e-02
6.696032941452088494e+01	1.046402878249140031e+03	3.716873262437819022e-05	2.092159248754801411e+03	1.469475857027721377e-01	5.854032097056961759e-02
7.001330318024163546e+01	1.246008707656523939e+03	3.046979776618366194e-05	2.231039585104921116e+03	1.183647871956808179e-01	5.546154489848392766e-02
