6	3.250977774587951
7	3.0498793882961204
8	2.850257474192813
9	2.688082705871584
10	2.525247255761632
11	2.3874176036615333
12	2.245382664136825
13	2.1242507493093923
14	1.9942983733555164
15	1.8877513955623129
16	1.762251014526837
17	1.6713451074668715
18	1.543450880368417
19	1.4694099161298824
20	1.3494743697297686
21	1.3159266488959167
22	1.1599826333823284
23	1.2016755037090845
24	0.9876335419154707
25	1.1092668642218952
26	0.8402722425162937
27	1.0405106139342755
28	0.7194695767705974
29	0.9791672642855571
30	0.6280131481359581
31	0.9634940213609301
32	0.5707749806167586
33	0.9564619249640317
34	0.5431080284922861
35	0.9601095574038555
36	0.5673681056863642
37	0.9264100609836567
38	0.6135303334541868
39	0.8971400764551885
40	0.6731772477195594
41	0.879847523313183
42	0.7361271501403498
43	0.8868883213221224
44	0.7968737392155769
45	0.8925717323194386
46	0.853334556929199
47	0.9038912080032977
48	0.9052309623471152
49	0.9279503019135562
50	0.951433342049248
51	0.973377643740378
52	0.9953078826225491
53	1.0153024109960362
54	1.035467163666467
55	1.0539228729778682
56	1.0724964661788015
57	1.0895345749224594
58	1.1066202004110204
59	1.122437044579651
60	1.1382661283622244
61	1.1530661636621007
62	1.1679322243361432
63	1.1818224382109896
64	1.1957550489514632
65	1.2088276787402066
66	1.2219300403530053
67	1.234275687878711
68	1.2466588874394895
69	1.2584040208775669
70	1.2701763238415893
71	1.2813442054132784
72	1.2925630861333832
73	1.3032013396228135
74	1.313877643591
75	1.324104025380663
76	1.3343329901689587
77	1.3441507932233734
78	1.3539846201604744
79	1.363419582672809
