3.300000000000000000e+01	0.000000000000000000e+00
3.295875859303388467e+01	1.649312585932384945e+00
3.283513745417485552e+01	3.294502749345328940e+00
3.262944557188939143e+01	4.931458371628774984e+00
3.234219706876097433e+01	6.556087916237020252e+00
3.197410991645127609e+01	8.164330655399256287e+00
3.152610414114499804e+01	9.752166819824207522e+00
3.123414270217534749e+01	1.140135209789375814e+01
3.062527805059593078e+01	1.294815988176262955e+01
2.993986615322650735e+01	1.446260400919840450e+01
2.939901582332748831e+01	1.606075554324080201e+01
2.855957148899344133e+01	1.751002216917708409e+01
2.764874309947422049e+01	1.891552285873368788e+01
2.686782820103063685e+01	2.042504119359133341e+01
2.581342382085148301e+01	2.174234694427207515e+01
2.469449932449145635e+01	2.300530815078752767e+01
2.333967476313004141e+01	2.403142904513401490e+01
2.210943538714689893e+01	2.516789357219980516e+01
2.082393393706725604e+01	2.624145147252069421e+01
1.934096272467412447e+01	2.704606553424667581e+01
1.782997609364861091e+01	2.776854249866058311e+01
1.629545181845405821e+01	2.840811063820405735e+01
1.474187394633126225e+01	2.896423920199665147e+01
1.317371996851406912e+01	2.943663707340180480e+01
1.159544814325354878e+01	2.982525075095124478e+01
1.001148500604977976e+01	3.013026166453986221e+01
8.426213101674502326e+00	3.035208284064157880e+01
6.843958971657547075e+00	3.049135493208309811e+01
5.268981429907465319e+00	3.054894162964226823e+01
3.705460158046516739e+00	3.052592447440584422e+01
2.157484650864938569e+00	3.042359709142365887e+01
6.342422479943190528e-01	3.049340480777538787e+01
-8.832855496139866425e-01	3.023710149200552877e+01
-2.373626664202022507e+00	2.990595085361756844e+01
-3.865334828865745642e+00	2.974994431357405844e+01
-5.347381669484762234e+00	2.951957840621810902e+01
-6.816062840792612931e+00	2.921542892634585442e+01
-8.267707404735388010e+00	2.883825608925899786e+01
-9.779509397620982369e+00	2.862557765254428688e+01
-1.129051535621425728e+01	2.833327130761800916e+01
-1.279651522382462936e+01	2.796089587488971162e+01
-1.440852160552228511e+01	2.773007401979297626e+01
-1.602886382104547636e+01	2.740689739110174017e+01
-1.765228471173874070e+01	2.698998600325155195e+01
-1.942053686942641377e+01	2.668038132604647217e+01
-2.151494657825381651e+01	2.664900699341130164e+01
-2.365279875543376775e+01	2.647253503227356219e+01
-2.600038384062149532e+01	2.632451405326123961e+01
-2.875835490610858614e+01	2.634306404149487335e+01
-3.215715485647508132e+01	2.662667631411552804e+01
-3.625174860349874706e+01	2.708086452070402927e+01
-4.150267676176112275e+01	2.788418586957083178e+01
-4.905688113037223275e+01	2.951245353677882477e+01
-6.171075371148003086e+01	3.304213789029175530e+01
4.147892365658909597e+01	-6.957369396755395030e+01
3.700448693995902971e+01	-5.555385176844537654e+01
3.512137533132779765e+01	-4.740768919527716463e+01
3.411474208191661717e+01	-4.153609120613430861e+01
3.345795966186118164e+01	-3.681884619682249138e+01
3.313031194811640745e+01	-3.298401022041582564e+01
3.287980501276366141e+01	-2.961386368447456263e+01
3.276765836705806834e+01	-2.667101545010555697e+01
3.264894561322098809e+01	-2.396448101555587940e+01
3.255379860872723441e+01	-2.147673616130786556e+01
3.272531185213779281e+01	-1.931460494497181557e+01
3.276422212682881963e+01	-1.719028063830899455e+01
3.267479804754288608e+01	-1.511150464223491952e+01
3.292548429141327659e+01	-1.327262160147337866e+01
3.283893658436440433e+01	-1.136515481672348749e+01
3.288583231777503357e+01	-9.569980813313211598e+00
3.307979946209452038e+01	-7.856644802179307163e+00
3.318530979743723464e+01	-6.147984519183206764e+00
3.320332197554370879e+01	-4.448528946559310526e+00
3.313502472602198168e+01	-2.762722643681755130e+00
3.298183080140847778e+01	-1.094914146069374983e+00
