6.000000000000000000e+00	-5.708493620851449180e+01	-3.192833137183180625e+01	1.811369483169284820e+02	-1.291241304758757451e+02	-3.574487089078122608e+02	-1.861921657703940809e+03	-1.862090666843902227e+02	-3.893770402796440635e+02	-1.680784709387012299e+03	1.735317128170407386e+03	1.735317128170407386e+03
6.500000000000000000e+00	-5.710636820583950879e+01	-3.288581455019146915e+01	1.616993304511889278e+02	-1.021589471444666941e+02	-2.853863120546473056e+02	-1.469104018923542299e+03	-1.592653153503061958e+02	-3.182721266048387747e+02	-1.307404688472353428e+03	1.354979559508810553e+03	1.354979559508810553e+03
7.000000000000000000e+00	-5.714250324071529974e+01	-3.369887153519148626e+01	1.454575388795693414e+02	-8.221192600132266648e+01	-2.314387241480502269e+02	-1.179483817487044007e+03	-1.393544292420379520e+02	-2.651375956832417273e+02	-1.034026278607474751e+03	1.076535158016164132e+03	1.076535158016164132e+03
7.500000000000000000e+00	-5.717663624213628282e+01	-3.439004994269395610e+01	1.317006543094577751e+02	-6.713744329416418566e+01	-1.902593407495472206e+02	-9.612728394983122371e+02	-1.243140795363004685e+02	-2.246493906922411838e+02	-8.295721851888545189e+02	8.683958484172779890e+02	8.683958484172779890e+02
8.000000000000000000e+00	-5.720202708603935093e+01	-3.497978565290242159e+01	1.199079245477996380e+02	-5.553294037386482529e+01	-1.582872112804469680e+02	-7.937472034259393467e+02	-1.127349674599041691e+02	-1.932669969333493896e+02	-6.738392788781396803e+02	7.100145623512465818e+02	7.100145623512465818e+02
8.500000000000000000e+00	-5.721671748329251272e+01	-3.548550271415867741e+01	1.096910808297929236e+02	-4.645442145611335150e+01	-1.330887015578077239e+02	-6.630022046088035950e+02	-1.036711389394058642e+02	-1.685742042719664084e+02	-5.533111237790106998e+02	5.876377856235181980e+02	5.876377856235181980e+02
9.000000000000000000e+00	-5.722094026075134821e+01	-3.592163298965134999e+01	1.007558184732191648e+02	-3.925031488788913236e+01	-1.129624300188139046e+02	-5.594713253801521660e+02	-9.647125514864048057e+01	-1.488840630084652616e+02	-4.587155069069330011e+02	4.918262737641689455e+02	4.918262737641689455e+02
9.500000000000000000e+00	-5.721583311273004568e+01	-3.629996748525018546e+01	9.287562599110111705e+01	-3.346087390062469069e+01	-9.669475045516554701e+01	-4.764256000206493127e+02	-9.067670701335472927e+01	-1.329947179404157396e+02	-3.835499740295481956e+02	4.159572607527167634e+02	4.159572607527167634e+02
1.000000000000000000e+01	-5.720281238452251671e+01	-3.663008646007850189e+01	8.587369914556998651e+01	-2.875533174617621057e+01	-8.340422166947799099e+01	-4.090381508683757943e+02	-8.595814413069872728e+01	-1.200343081295564929e+02	-3.231644517228057794e+02	3.552918526054839958e+02	3.552918526054839958e+02
1.050000000000000000e+01	-5.718328111988298446e+01	-3.691976709672918133e+01	7.961023555815275188e+01	-2.489155807582811519e+01	-7.244024227842567143e+01	-3.537852530311254782e+02	-8.207483919571109254e+01	-1.093600093751548457e+02	-2.741750174729727405e+02	3.063785747826382817e+02	3.063785747826382817e+02
1.100000000000000000e+01	-5.715850528157545796e+01	-3.717533469992341821e+01	7.397336845245879999e+01	-2.168952975485055745e+01	-6.331552932495858954e+01	-3.080536180359612217e+02	-7.884803503642601186e+01	-1.004908640248820006e+02	-2.340802495835024217e+02	2.666626888536293905e+02	2.666626888536293905e+02
1.150000000000000000e+01	-5.712957300760309920e+01	-3.740195191184092494e+01	6.887260071661341954e+01	-1.901350793466511746e+01	-5.566024643737073063e+01	-2.698773280617113528e+02	-7.614308094226821311e+01	-9.306219834921165557e+01	-2.010047273450979333e+02	2.342247680157800573e+02	2.342247680157800573e+02
1.200000000000000000e+01	-5.709739323856285154e+01	-3.760385146573339910e+01	6.423398299190147043e+01	-1.675983155537543823e+01	-4.919027836102147688e+01	-2.377581838703398489e+02	-7.385722479393828621e+01	-8.679412982675486887e+01	-1.735242008784383643e+02	2.076024058558728314e+02	2.076024058558728314e+02
1.250000000000000000e+01	-5.706271147155877088e+01	-3.778452133047519368e+01	5.999652590029144505e+01	-1.484841071859297124e+01	-4.368492921699560583e+01	-2.105408498898729022e+02	-7.191112219015174389e+01	-8.146945054747079951e+01	-1.505443239895814713e+02	1.856665676761268742e+02	1.856665676761268742e+02
1.300000000000000000e+01	-5.702613151163333782e+01	-3.794685121739981071e+01	5.610949760374974460e+01	-1.321670398111014677e+01	-3.897100999724484893e+01	-1.873246860891509300e+02	-7.024283549274348104e+01	-7.691786121464465964e+01	-1.312151884854011996e+02	1.675345904616575581e+02	1.675345904616575581e+02
1.350000000000000000e+01	-5.698813785970507695e+01	-3.809324835543424825e+01	5.253036472405344171e+01	-1.181539220872470963e+01	-3.491132840789269665e+01	-1.674005703689715858e+02	-6.880353006842977948e+01	-7.300457676332695200e+01	-1.148702056449181441e+02	1.525082231329694764e+02	1.525082231329694764e+02
1.400000000000000000e+01	-5.694911634855849769e+01	-3.822572907701117373e+01	4.922320651309127015e+01	-1.060522959782791119e+01	-3.139625741110220147e+01	-1.502050162361985315e+02	-6.755434594638640533e+01	-6.962198648811337875e+01	-1.009818097231072613e+02	1.400290561053274132e+02	1.400290561053274416e+02
1.450000000000000000e+01	-5.690937214384237564e+01	-3.834599145583444368e+01	4.615748115890507819e+01	-9.554723374769249489e+00	-2.833748650169922456e+01	-1.352864359983496740e+02	-6.646409551861162868e+01	-6.668347795753366825e+01	-8.912895483944458874e+01	1.296461831925327601e+02	1.296461831925327601e+02
1.500000000000000000e+01	-5.686914496291171162e+01	-3.845547312194738510e+01	4.330705695421846713e+01	-8.638404676516474368e+00	-2.566334025794615314e+01	-1.222800487332874155e+02	-6.550754963942819131e+01	-6.411881337989353824e+01	-7.897299177906894840e+01	1.209925399334382661e+02	1.209925399334382661e+02
1.550000000000000000e+01	-5.650952766978262787e+01	-3.832471005224174831e+01	4.071410184241790375e+01	-7.835526413934982060e+00	-2.331523558327452861e+01	-1.108890185434992617e+02	-6.434505408371761348e+01	-6.163994563551627692e+01	-7.017491670108135793e+01	1.134208438382894997e+02	1.134208438382894997e+02
1.600000000000000000e+01	-5.463070672720628806e+01	-3.708724496010846394e+01	3.860230008398883683e+01	-7.129073073953639650e+00	-2.124497538109513783e+01	-1.008701352874887220e+02	-6.175977980115992949e+01	-5.833222034120360178e+01	-6.226783520349988521e+01	1.053290160969554847e+02	1.053290160969554847e+02
1.650000000000000000e+01	-5.286324726904685889e+01	-3.592270596395109550e+01	3.662435308618872654e+01	-6.505000854179420422e+00	-1.941266296116426915e+01	-9.202284313358472900e+01	-5.936824812322628020e+01	-5.533536892511536109e+01	-5.539849004739600247e+01	9.826283447382849090e+01	9.826283447382849090e+01
